FIPS_code,Area_name,Population,PopDensity
758488,Douglas County,13374,6.346587852
758489,Dunklin County,30428,21.71187675
758490,Franklin County,102781,43.00662407
758491,Gasconade County,14746,10.9699606
758492,Gentry County,6665,5.236582122
758493,Greene County,288429,164.9031583
758494,Grundy County,10039,8.904548618
758495,Harrison County,8554,4.57112958
758496,Henry County,21765,12.05766505
758497,Hickory County,9368,9.069544684
758498,Holt County,4456,3.718385395
758499,Howard County,10113,8.419006275
758500,Howell County,40102,16.6982967
758501,Iron County,10221,7.171734272
758502,Jackson County,692003,441.9796225
758503,Jasper County,119238,72.10268318
758504,Jefferson County,223302,131.327441
758505,Johnson County,53689,24.99754762
758506,Knox County,3951,3.026712691
758507,Laclede County,35507,17.92770478
758508,Lafayette County,32589,20.02231721
758509,Lawrence County,38133,24.06788678
758510,Lewis County,10027,7.6655937
758511,Lincoln County,55563,34.2392392
758512,Linn County,12186,7.643167885
758513,Livingston County,15076,10.9353774
758518,McDonald County,22827,16.33712376
758514,Macon County,15254,7.350907175
758515,Madison County,12205,9.531744995
758516,Maries County,8884,6.509058175
758517,Marion County,28672,25.33705272
758519,Mercer County,3664,3.117163151
758520,Miller County,25049,16.32035586
758521,Mississippi County,13748,12.89686587
758522,Moniteau County,15958,14.84578973
758523,Monroe County,8654,5.159116544
758524,Montgomery County,11545,8.331136413
758525,Morgan County,20137,13.00961905
758526,New Madrid County,17811,10.19012491
758527,Newton County,58202,35.96925233
758528,Nodaway County,22547,9.926797763
758529,Oregon County,10699,5.23034364
758530,Osage County,13619,8.668811026
758531,Ozark County,9236,4.786813376
758532,Pemiscot County,17031,13.34854591
758533,Perry County,19146,15.58391918
758534,Pettis County,42371,23.97969004
758535,Phelps County,44789,25.74230576
758536,Pike County,18489,10.64771721
758537,Platte County,98824,90.89432517
758538,Polk County,31549,19.16699993
758539,Pulaski County,52591,37.11399762
758540,Putnam County,4815,3.593702353
758541,Ralls County,10217,8.397114239
758542,Randolph County,24945,19.952522
758543,Ray County,22825,15.49338692
758544,Reynolds County,6315,3.015836521
758545,Ripley County,13693,8.398043917
758546,St. Charles County,389985,268.6522511
758547,St. Clair County,9383,5.36725552
765806,Ste. Genevieve County,17871,13.8234786
758548,St. Francois County,66342,56.68575765
758549,St. Louis County,998684,759.9012477
758550,Saline County,23102,11.80651013
758551,Schuyler County,4502,5.656372927
758552,Scotland County,4898,4.332410851
758553,Scott County,38729,35.6039403
758554,Shannon County,8246,3.171679413
758555,Shelby County,6061,4.672262407
758556,Stoddard County,29512,13.84160574
758557,Stone County,31527,26.2325202
758558,Sullivan County,6317,3.764006173
758559,Taney County,54720,33.41085262
758560,Texas County,25671,8.419195202
758561,Vernon County,20691,9.667138206
758562,Warren County,33908,30.54539784
758563,Washington County,24931,12.66790806
758564,Wayne County,13308,6.768118295
758565,Webster County,38082,24.81348099
758566,Worth County,2040,2.954102851
758567,Wright County,18293,10.35972684
767557,St. Louis city,311273,1946.488522
1719627,Beaverhead County,9393,0.654314038
1716521,Big Horn County,13376,1.033353047
1722470,Blaine County,6727,0.614439103
1719625,Broadwater County,5834,1.8891289
1720111,Carbon County,10546,1.988486632
1688746,Carter County,1318,0.152338308
1719622,Cascade County,81746,11.6976558
1719619,Chouteau County,5789,0.562649284
1720109,Custer County,11845,1.208830904
1637566,Daniels County,1753,0.474634872
1715632,Dawson County,9191,1.496116434
1719617,Deer Lodge County,9100,4.769393728
1688745,Fallon County,2838,0.676164257
1719614,Fergus County,11273,1.003042044
1719611,Flathead County,98082,7.444166724
1720053,Gallatin County,104729,15.52240319
1716058,Garfield County,1141,0.094202281
1719607,Glacier County,13699,1.766046266
1723078,Golden Valley County,724,0.238021614
1719605,Granite County,3269,0.730775675
1720048,Hill County,16439,2.189293274
1720045,Jefferson County,11778,2.744652136
1719602,Judith Basin County,1951,0.402893841
1796943,Lake County,29774,7.712890069
793926,Lewis and Clark County,67077,7.488642018
1720036,Liberty County,2280,0.615610724
1720038,Lincoln County,19358,2.068965945
1716270,McCone County,1630,0.238188064
1720033,Madison County,8218,0.884294427
1719600,Meagher County,1968,0.317680164
1720030,Mineral County,4211,1.333101286
1719596,Missoula County,115983,17.27000868
1719593,Musselshell County,4807,0.993063277
1720027,Park County,16246,2.238245101
1719590,Petroleum County,432,0.100745144
1720023,Phillips County,4124,0.309754319
1719587,Pondera County,6044,1.43644547
1719584,Powder River County,1619,0.189527657
1720021,Powell County,6861,1.138864613
1715847,Prairie County,1342,0.298369405
1719582,Ravalli County,41902,6.766403778
1715338,Richland County,11360,2.104315038
1669428,Roosevelt County,11228,1.841367561
1716795,Rosebud County,9250,0.713128729
1719578,Sanders County,11521,1.611462735
1677577,Sheridan County,3574,0.823443132
1719575,Silver Bow County,34814,18.72154978
1719572,Stillwater County,9410,2.022111715
1719569,Sweet Grass County,3653,0.760133429
1720018,Teton County,6080,1.033411611
1719566,Toole County,4976,1.00325234
1719563,Treasure County,777,0.306812412
1678923,Valley County,7532,0.590349696
1719560,Wheatland County,2149,0.583300336
1696629,Wibaux County,1175,0.510539111
1719558,Yellowstone County,157816,23.13797825
835823,Adams County,31583,21.6489608
835824,Antelope County,6372,2.869970753
835825,Arthur County,418,0.225609394
835826,Banner County,696,0.360122313
835827,Blaine County,480,0.260774045
835828,Boone County,5313,2.987909948
835991,Box Butte County,11089,3.981695167
835829,Boyd County,2042,1.460214964
835830,Brown County,2988,0.944584305
835831,Buffalo County,49030,19.55194317
835832,Burt County,6528,5.127233038
835833,Butler County,8067,5.325150983
835834,Cass County,25702,17.80487703
835835,Cedar County,8523,4.445499238
835836,Chase County,3734,1.611891253
835837,Cherry County,5790,0.375076078
835838,Cheyenne County,9852,3.179738737
835839,Clay County,6232,4.204495806
835840,Colfax County,10760,10.09229052
835841,Cuming County,8991,6.084652306
835842,Custer County,10830,1.623503835
835843,Dakota County,20317,29.68487481
835844,Dawes County,8896,2.459581421
835845,Dawson County,23804,9.072036211
835846,Deuel County,1894,1.662557131
835847,Dixon County,5746,4.659724922
835848,Dodge County,36683,26.77064844
835849,Douglas County,554992,656.4846395
835850,Dundy County,2023,0.849301948
835851,Fillmore County,5574,3.740430537
835852,Franklin County,3006,2.015615508
835853,Frontier County,2609,1.033560721
835854,Furnas County,4786,2.569606067
835855,Gage County,21595,9.792428628
835856,Garden County,1860,0.421092294
835857,Garfield County,1975,1.339384095
835858,Gosper County,2015,1.698105872
835859,Grant County,718,0.356844403
835860,Greeley County,2410,1.633007952
835861,Hall County,61343,43.34746351
835862,Hamilton County,9178,6.539323541
835863,Harlan County,3438,2.398373809
835864,Hayes County,943,0.510607004
835865,Hitchcock County,2843,1.546165195
835866,Holt County,10245,1.639703994
835867,Hooker County,691,0.369954722
835868,Howard County,6405,4.343614272
835869,Jefferson County,7188,4.86749085
835870,Johnson County,5197,5.33560115
835871,Kearney County,6552,4.900290674
835872,Keith County,8099,2.945592319
835873,Keya Paha County,792,0.395553506
835874,Kimball County,3667,1.487464399
835875,Knox County,8460,2.946855855
835876,Lancaster County,310094,142.9473945
835877,Lincoln County,35433,5.335433147
835878,Logan County,886,0.599457131
835879,Loup County,585,0.400818445
835881,McPherson County,454,0.204069379
835880,Madison County,35164,23.71004316
835882,Merrick County,7803,6.200975825
835883,Morrill County,4841,1.312734764
835884,Nance County,3554,3.10711532
835885,Nemaha County,7004,6.638229442
835886,Nuckolls County,4275,2.869810904
835887,Otoe County,15896,9.968883881
835888,Pawnee County,2676,2.396822475
835889,Perkins County,2907,1.270637464
835890,Phelps County,9120,6.523378493
835891,Pierce County,7157,4.820478828
835892,Platte County,33063,18.93739637
835893,Polk County,5255,4.62869233
835894,Red Willow County,10806,5.81894875
835895,Richardson County,8009,5.603593945
835896,Rock County,1350,0.516950977
835897,Saline County,14288,9.609820964
835898,Sarpy County,178351,289.1498948
835899,Saunders County,21024,10.81906276
835900,Scotts Bluff County,36255,18.93133088
835901,Seward County,17127,11.57233115
835902,Sheridan County,5234,0.827895094
835903,Sherman County,3042,2.075757321
835904,Sioux County,1266,0.236515051
835905,Stanton County,5992,5.410380323
835906,Thayer County,5098,3.430332655
835907,Thomas County,645,0.349327722
835908,Thurston County,7140,7.00427631
835909,Valley County,4224,2.870729905
835910,Washington County,20219,20.01910761
835911,Wayne County,9367,8.165474763
835912,Webster County,3571,2.39822493
835913,Wheeler County,822,0.551782334
835914,York County,13799,9.306082763
858638,Churchill County,24010,1.880169072
863600,Clark County,2141574,104.7773624
858643,Douglas County,47828,26.01935166
857664,Elko County,52252,1.175046521
858641,Esmeralda County,981,0.105744821
858640,Eureka County,1830,0.169210084
863310,Humboldt County,16904,0.67698502
863368,Lander County,5746,0.404097487
863992,Lincoln County,5174,0.187869851
858645,Lyon County,53155,10.25530062
858644,Mineral County,4448,0.457621869
863599,Nye County,43705,0.928097868
858646,Pershing County,6611,0.422841718
858642,Storey County,3941,5.76438581
858608,Washoe County,450486,27.60229777
858615,White Pine County,9737,0.423622183
863219,Carson City,54467,145.3721513
873174,Belknap County,60640,58.26447251
873175,Carroll County,47840,19.8217429
873176,Cheshire County,76263,41.66540897
873177,Coos County,32038,6.892993893
873178,Grafton County,89811,20.29512615
873179,Hillsborough County,411087,181.0770805
873180,Merrimack County,149452,61.85570414
873181,Rockingham County,305129,169.417981
873182,Strafford County,128237,134.7083877
873183,Sullivan County,43125,30.97544782
882270,Atlantic County,268539,186.6445126
882271,Bergen County,929999,1542.514631
882272,Burlington County,446367,215.6107178
882273,Camden County,507367,885.0013032
882274,Cape May County,93705,143.8511318
882275,Cumberland County,153400,122.5339021
882276,Essex County,793555,2430.062385
882277,Gloucester County,290852,348.783328
882278,Hudson County,668631,5589.05695
882228,Hunterdon County,125051,112.8552591
882229,Mercer County,368762,634.3949589
882230,Middlesex County,826698,1032.248366
882910,Monmouth County,623387,514.1065673
882231,Morris County,494383,414.4534852
882279,Ocean County,591939,363.7218004
882232,Passaic County,504041,1046.233338
882233,Salem County,63336,73.69160463
882234,Somerset County,330176,422.3190815
882236,Sussex County,142298,105.9174896
882235,Union County,553066,2077.943059
882237,Warren County,106293,115.1076239
1702363,Bernalillo County,677692,225.3235596
929108,Catron County,3539,0.197339545
1702364,Chaves County,65459,4.165683658
933051,Cibola County,26978,2.294339254
929117,Colfax County,12353,1.269172936
933053,Curry County,50199,13.79056247
933054,De Baca County,2060,0.342373576
929109,Doña Ana County,215338,21.83262512
936829,Eddy County,57437,5.309932336
915980,Grant County,28061,2.735142715
929111,Guadalupe County,4382,0.55842484
933055,Harding County,459,0.083379305
929106,Hidalgo County,4371,0.490812579
1702365,Lea County,70126,6.165546329
929116,Lincoln County,19482,1.556999256
1702366,Los Alamos County,18356,64.90186053
933057,Luna County,24264,3.159397718
929107,McKinley County,72849,5.160303396
1702367,Mora County,4563,0.914618967
929104,Otero County,65745,3.838797533
929110,Quay County,8373,1.124899084
1702368,Rio Arriba County,39307,2.58946426
1702369,Roosevelt County,19117,3.01756389
929113,Sandoval County,140769,14.64948722
936844,San Juan County,127455,8.919493131
929114,San Miguel County,28034,2.292482223
933322,Santa Fe County,148917,30.10170894
1702370,Sierra County,11135,1.028233873
1702371,Socorro County,17000,0.987564721
933056,Taos County,32888,5.76565773
929112,Torrance County,15595,1.79996145
929115,Union County,4175,0.421424886
933052,Valencia County,75956,27.49185961
974099,Albany County,307426,227.0299683
974100,Allegany County,47025,17.63858838
974101,Bronx County,1437872,13202.5153
974102,Broome County,194402,106.3436213
974103,Cattaraugus County,77686,22.92557801
974104,Cayuga County,77868,43.4727628
974105,Chautauqua County,129656,47.21686759
974106,Chemung County,85740,81.26735421
974107,Chenango County,48348,20.89013457
974108,Clinton County,80794,30.05984747
974109,Columbia County,60919,37.06052091
974110,Cortland County,48123,37.25221569
974111,Delaware County,45502,12.17982076
974112,Dutchess County,293894,142.6173355
974113,Erie County,919866,340.609971
974114,Essex County,37751,8.124182895
974115,Franklin County,50692,12.01333702
974116,Fulton County,53743,41.880882
974117,Genesee County,58112,45.51733961
974118,Greene County,47617,28.40871645
974119,Hamilton County,4575,1.028556276
974120,Herkimer County,62505,17.09745413
974121,Jefferson County,114448,34.82996277
974122,Kings County,2600747,14475.02544
974123,Lewis County,26719,8.093460876
974124,Livingston County,63907,39.05683212
974125,Madison County,71359,42.07261082
974126,Monroe County,744248,437.4604077
974127,Montgomery County,49426,47.3398751
974128,Nassau County,1356564,1840.443984
974129,New York County,1632480,27819.8048
974130,Niagara County,211704,156.4831231
974131,Oneida County,230782,73.49927817
974132,Onondaga County,464242,230.2773622
974133,Ontario County,109472,65.62805041
974134,Orange County,378227,179.7740783
974135,Orleans County,41175,40.63188004
974136,Oswego County,119104,48.32299623
974137,Otsego County,60244,23.22022723
974138,Putnam County,99070,166.0782406
974139,Queens County,2298513,8158.437153
974140,Rensselaer County,159431,94.3461432
974141,Richmond County,474101,3182.469323
974142,Rockland County,323686,720.588009
977309,St. Lawrence County,109558,15.78810561
974143,Saratoga County,227377,108.3842223
974144,Schenectady County,154883,292.3099656
974145,Schoharie County,31364,19.47465415
974146,Schuyler County,17992,21.15696809
974147,Seneca County,34612,41.28321835
974148,Steuben County,96927,26.91291732
974149,Suffolk County,1487901,630.0681534
974150,Sullivan County,75211,29.99485049
974151,Tioga County,49045,36.51369922
974152,Tompkins County,102962,83.75559012
974153,Ulster County,179303,61.57895417
974154,Warren County,64480,28.70684208
974155,Washington County,61828,28.72095934
974156,Wayne County,90856,58.09538513
974157,Westchester County,968815,868.7630666
974158,Wyoming County,40565,26.42298174
974159,Yates County,25009,28.55607296
1008531,Alamance County,160576,146.4195117
1008532,Alexander County,37119,55.12519437
1008533,Alleghany County,10973,18.07442269
1008534,Anson County,25306,18.38460003
1008535,Ashe County,26786,24.3309623
1008536,Avery County,17501,27.31960936
1026333,Beaufort County,47243,21.92453498
1026334,Bertie County,19644,10.84789289
1026336,Bladen County,33778,14.9071817
1026340,Brunswick County,126860,57.67976134
1008538,Buncombe County,254474,149.6625061
1008539,Burke County,89712,68.42254022
1008540,Cabarrus County,201448,215.3137563
1008541,Caldwell County,81779,66.91171792
1026335,Camden County,10447,16.78371294
1026337,Carteret County,68920,52.42275604
1008542,Caswell County,22746,20.64641073
1008543,Catawba County,156729,150.7660738
1008544,Chatham County,69791,39.52730186
1008545,Cherokee County,27668,23.45075357
1025822,Chowan County,14205,31.76573696
1008546,Clay County,10813,19.4197422
1008547,Cleveland County,97159,80.81165896
1026339,Columbus County,56293,23.16860564
1026123,Craven County,103082,56.326586
1026124,Cumberland County,332106,196.4978597
1026125,Currituck County,25796,38.02387756
1026133,Dare County,35741,36.00929191
1008548,Davidson County,164664,114.9316993
1008549,Davie County,41991,61.48313306
1026132,Duplin County,59062,27.98934165
1008550,Durham County,306457,413.0661931
1008551,Edgecombe County,53332,40.74050477
1008552,Forsyth County,371573,351.818409
1008553,Franklin County,64902,50.95320151
1008554,Gaston County,216585,235.0834095
1026126,Gates County,11563,13.10727687
1008555,Graham County,8557,11.31599656
1008556,Granville County,58874,42.72888447
1008557,Greene County,21008,30.40886897
1008558,Guilford County,523582,312.9883303
1008559,Halifax County,51737,27.60090416
1008560,Harnett County,130361,84.58897537
1008561,Haywood County,60433,42.15136875
1008562,Henderson County,113625,117.6382408
1026127,Hertford County,24153,26.40568695
1008563,Hoke County,53239,52.69099177
1008564,Hyde County,5393,3.40051688
1008565,Iredell County,172525,116.0105487
1008566,Jackson County,42256,33.21533826
1026327,Johnston County,191172,93.28731529
1026338,Jones County,9695,7.941273325
1008567,Lee County,60125,91.01472262
1008568,Lenoir County,57227,55.36507148
1008569,Lincoln County,81441,106.2885681
1025836,McDowell County,45109,39.58744155
1025833,Macon County,34410,25.76839886
1025834,Madison County,21405,18.38131549
1026328,Martin County,23054,19.50200006
1008570,Mecklenburg County,1054314,777.490679
1008571,Mitchell County,15040,26.24596882
1008572,Montgomery County,27338,21.47453903
1008573,Moore County,95629,52.92208077
1008574,Nash County,94003,67.15748107
1026329,New Hanover County,224231,450.4417618
1008575,Northampton County,20186,14.52336894
1026341,Onslow County,193912,98.26201274
1008576,Orange County,142938,138.8280019
1023355,Pamlico County,12742,14.62017189
1026330,Pasquotank County,39479,67.18498084
1026129,Pender County,59020,26.15386784
1025841,Perquimans County,13459,21.0264128
1008577,Person County,39305,38.68063514
1008578,Pitt County,177372,104.9774445
1008579,Polk County,20458,33.23227784
1008580,Randolph County,142958,70.55487528
1008581,Richmond County,45189,36.83225335
1026130,Robeson County,133442,54.3898503
1008582,Rockingham County,91270,62.30119042
1008583,Rowan County,139605,105.3842697
1008584,Rutherford County,66532,45.43057632
1026131,Sampson County,63561,25.95007128
1008585,Scotland County,35262,42.66062983
1025844,Stanly County,61114,59.71835464
1008586,Stokes County,45905,39.47323116
1008587,Surry County,72099,52.1554812
1008588,Swain County,14254,10.42865887
1008589,Transylvania County,33513,34.19200208
1026332,Tyrrell County,4119,4.069740194
1008590,Union County,226694,138.3415406
1008591,Vance County,44482,68.04566958
1008592,Wake County,1046558,484.0293229
1008593,Warren County,20033,18.02480365
1026331,Washington County,12156,13.54495067
1008594,Watauga County,54117,66.88043417
1026128,Wayne County,124002,86.43433211
1008595,Wilkes County,68460,35.03134634
1008596,Wilson County,81336,85.43582742
1008597,Yadkin County,37665,43.41806243
1008598,Yancey County,17667,21.82161709
1034210,Adams County,2351,0.919113298
1034225,Barnes County,10836,2.80499578
1034216,Benson County,6886,1.914602497
1035616,Billings County,946,0.317931699
1034227,Bottineau County,6589,1.524809163
1035619,Bowman County,3195,1.061706473
1034235,Burke County,2213,0.774245882
1035614,Burleigh County,93737,22.1694151
1034226,Cass County,174202,38.10818851
1035304,Cavalier County,3824,0.991599941
1035622,Dickey County,4970,1.695959278
1034234,Divide County,2369,0.725505176
1035623,Dunn County,4387,0.843341809
1034222,Eddy County,2313,1.417163096
1035615,Emmons County,3352,0.857256796
1034223,Foster County,3290,1.999015167
1035617,Golden Valley County,1882,0.725549989
1034218,Grand Forks County,70400,18.92762217
1035300,Grant County,2380,0.553851572
1034219,Griggs County,2266,1.234321195
1034209,Hettinger County,2576,0.878449452
1034206,Kidder County,2460,0.70295402
1035621,LaMoure County,4100,1.381413591
1035620,Logan County,1927,0.749418756
1035305,McHenry County,5927,1.221167228
1034211,McIntosh County,2654,1.05127794
1035299,McKenzie County,12536,1.753380816
1034232,McLean County,9608,1.757861143
1034233,Mercer County,8570,3.173475024
1034207,Morton County,30544,6.122544916
1035307,Mountrail County,10152,2.147448976
1034217,Nelson County,2920,1.14834598
1034205,Oliver County,1837,0.981672527
1034212,Pembina County,7016,2.421474483
1034230,Pierce County,4210,1.596034519
1034215,Ramsey County,11557,3.759383435
1035301,Ransom County,5361,2.40027493
1034229,Renville County,2495,1.098365691
1035302,Richland County,16288,4.380133041
1034228,Rolette County,14603,6.243389729
1035303,Sargent County,3883,1.746330823
1034203,Sheridan County,1405,0.55788079
1034208,Sioux County,4413,1.557332831
1035896,Slope County,704,0.223737517
1035618,Stark County,30876,8.931224583
1034220,Steele County,1910,1.035447223
1034224,Stutsman County,21064,3.660565624
1034213,Towner County,2246,0.846399517
1034221,Traill County,8019,3.592037206
1034214,Walsh County,10802,3.254098253
1034231,Ward County,69034,13.24099277
1034204,Wells County,4055,1.232182117
1035306,Williams County,34061,6.328861656
1074014,Adams County,27878,18.43528327
1074015,Allen County,103642,99.41870485
1074016,Ashland County,53477,48.81671864
1074017,Ashtabula County,98136,53.96951051
1074018,Athens County,65936,50.54941896
1074019,Auglaize County,45784,44.03976778
1065575,Belmont County,68472,49.68223263
1074020,Brown County,43679,34.4162569
1074021,Butler County,378294,313.0169285
1074022,Carroll County,27578,26.98352715
1074023,Champaign County,38864,34.97825851
1074024,Clark County,135198,131.5326244
1074025,Clermont County,203216,173.5467612
1074026,Clinton County,41896,39.58094919
1074027,Columbiana County,104003,75.49120655
1074028,Coshocton County,36574,25.04020235
1074029,Crawford County,42021,40.3807481
1074030,Cuyahoga County,1253783,1058.845542
1074031,Darke County,51734,33.39676244
1074032,Defiance County,38279,35.92080315
1074033,Delaware County,197008,171.6427445
1074034,Erie County,75136,115.3782918
1074035,Fairfield County,152910,117.0455016
1074036,Fayette County,28645,27.21693041
1074037,Franklin County,1275333,924.8617766
1074038,Fulton County,42305,40.28660522
1074039,Gallia County,30195,24.98947146
1074040,Geauga County,93961,90.62809664
1074041,Greene County,165811,154.7781165
1074042,Guernsey County,39274,29.03526107
1074043,Hamilton County,812037,772.3432857
1074044,Hancock County,75690,55.00347628
1074045,Hardin County,31542,25.88926772
1074046,Harrison County,15307,14.68955905
1074047,Henry County,27316,25.35218255
1074048,Highland County,43007,30.0227579
1074049,Hocking County,28495,26.11268645
1074050,Holmes County,43859,40.07562584
1074051,Huron County,58457,45.92191061
1074052,Jackson County,32524,29.87693554
1074053,Jefferson County,66886,63.27687522
1074054,Knox County,61215,44.97621412
1074055,Lake County,230052,387.4186669
1074056,Lawrence County,60622,51.6272581
1074057,Licking County,172293,97.47807618
1074058,Logan County,45307,38.1576236
1074059,Lorain County,306713,241.0812951
1074060,Lucas County,432379,489.9833862
1074061,Madison County,43988,36.45923381
1074062,Mahoning County,231064,216.7995986
1074063,Marion County,65344,62.4866796
1074064,Medina County,177257,162.4115331
1074065,Meigs County,23160,20.79073257
1074066,Mercer County,40806,34.06963532
1074067,Miami County,104800,99.53878287
1074068,Monroe County,14090,11.93746325
1074069,Montgomery County,532034,445.1215694
1074070,Morgan County,14702,13.63141217
1074071,Morrow County,34976,33.25090811
1074072,Muskingum County,86076,50.01043464
1074073,Noble County,14443,14.01081595
1074074,Ottawa County,40709,61.70172325
1074075,Paulding County,18872,17.49738383
1074076,Perry County,35985,34.05914789
1074077,Pickaway County,57420,44.23060638
1074078,Pike County,28214,24.7420808
1074079,Portage County,162644,128.8401928
1074080,Preble County,41207,37.50382619
1074081,Putnam County,33969,27.1799056
1074082,Richland County,121324,94.59562525
1074083,Ross County,77051,43.16614992
1074084,Sandusky County,59299,56.05385903
1074085,Scioto County,76377,48.32494083
1074086,Seneca County,55475,38.87112962
1074087,Shelby County,48797,46.21247465
1065576,Stark County,373475,250.6435257
1074088,Summit County,541810,506.7518997
1074089,Trumbull County,201794,126.0650673
1074090,Tuscarawas County,92526,62.95821055
1074091,Union County,55654,49.76986219
1074092,Van Wert County,28281,26.68768789
1074093,Vinton County,13111,12.27625098
1074094,Warren County,226564,218.0111163
1074095,Washington County,60671,37.06671934
1074096,Wayne County,116208,80.86307207
1074097,Williams County,36936,33.90166936
1074098,Wood County,129936,81.28457967
1074099,Wyandot County,22107,20.97888479
1101788,Adair County,22113,14.8826669
1101789,Alfalfa County,5857,2.609946132
1101790,Atoka County,13874,5.491211135
1101791,Beaver County,5415,1.152122952
1101792,Beckham County,22621,9.684911042
1101793,Blaine County,9634,4.006477878
1101794,Bryan County,45759,19.53287138
1101795,Caddo County,29342,8.865771627
1101796,Canadian County,136710,58.86855908
1101797,Carter County,48406,22.73184655
1101798,Cherokee County,48599,25.04226859
1101799,Choctaw County,14886,7.46084931
1101800,Cimarron County,2189,0.460637106
1101801,Cleveland County,276733,198.2719805
1101802,Coal County,5618,4.198174431
1101803,Comanche County,122561,44.25467632
1101804,Cotton County,5929,3.618406191
1101805,Craig County,14493,7.349775298
1101806,Creek County,71160,28.91594453
1101807,Custer County,29209,11.40516457
1101808,Delaware County,42112,22.02796331
1101809,Dewey County,4918,1.899829565
1101810,Ellis County,4072,1.276646652
1101811,Garfield County,62190,22.68483466
1101812,Garvin County,27823,13.39361015
1101813,Grady County,54733,19.20248497
1101814,Grant County,4418,1.704314344
1101815,Greer County,5943,3.589108409
1101816,Harmon County,2721,1.955687754
1101817,Harper County,3847,1.429558199
1101818,Haskell County,12704,8.507924809
1101819,Hughes County,13460,6.458634327
1101820,Jackson County,25384,12.21056252
1101821,Jefferson County,6223,3.166332713
1101822,Johnston County,11041,6.630386843
1101823,Kay County,44880,18.84251977
1101824,Kingfisher County,15618,6.714645735
1101825,Kiowa County,9001,3.423462101
1101826,Latimer County,10495,5.612008676
1101827,Le Flore County,49909,12.12495101
1101828,Lincoln County,34854,14.13096671
1101829,Logan County,46044,23.90007388
1101830,Love County,9933,7.461461164
1101834,McClain County,38634,26.13700699
1101835,McCurtain County,32966,6.877753343
1101836,McIntosh County,19819,12.37219882
1101831,Major County,7718,3.120390997
1101832,Marshall County,16376,17.01694281
1101833,Mayes County,40980,24.14234951
1101837,Murray County,13875,12.8676675
1101838,Muskogee County,69084,32.91482009
1101839,Noble County,11411,6.019803977
1101840,Nowata County,10383,7.085638349
1101841,Okfuskee County,12115,7.562013175
1101842,Oklahoma County,782051,425.9895277
1101843,Okmulgee County,38889,21.53175106
1101844,Osage County,47311,8.131074758
1101845,Ottawa County,31566,25.88506875
1101846,Pawnee County,16428,11.16390864
1101847,Payne County,81512,45.96384754
1101848,Pittsburg County,44382,13.12639847
1101849,Pontotoc County,38358,20.55752993
1101850,Pottawatomie County,72000,35.2930702
1101851,Pushmataha County,11119,3.075614374
1101852,Roger Mills County,3708,1.254602985
1101853,Rogers County,90814,51.89825915
1101854,Seminole County,25071,15.29614109
1101855,Sequoyah County,41359,23.7180228
1101856,Stephens County,43983,19.51390969
1101857,Texas County,21121,3.99494895
1101858,Tillman County,7515,3.330782233
1101859,Tulsa County,642781,435.1573978
1101860,Wagoner County,77850,53.52482117
1101861,Washington County,52001,48.32717924
1101862,Washita County,11432,4.399986391
1101863,Woods County,9127,2.739277816
1101864,Woodward County,20967,6.515945639
1135845,Baker County,15984,2.011578964
1155126,Benton County,89780,51.34062774
1155127,Clackamas County,405788,83.75337597
1135846,Clatsop County,38562,17.97862428
1135847,Columbia County,50851,29.83323986
1135848,Coos County,63308,15.31503757
1155128,Crook County,22337,2.895155114
1155129,Curry County,22507,5.336588466
1155130,Deschutes County,180640,23.11291108
1135849,Douglas County,108323,8.305534845
1135850,Gilliam County,1907,0.611176039
1135851,Grant County,7183,0.612521991
1135852,Harney County,7228,0.275372597
1155131,Hood River County,23131,17.1061539
1135853,Jackson County,214267,29.72381076
1155132,Jefferson County,23143,5.013675055
1155133,Josephine County,85481,20.14121644
1155134,Klamath County,66310,4.308182939
1135854,Lake County,7843,0.372078663
1135855,Lane County,368882,31.25707027
1135856,Lincoln County,47881,18.85655988
1135857,Linn County,122870,20.74232448
1135858,Malheur County,30431,1.188290765
1135859,Marion County,335553,109.743371
1135860,Morrow County,11215,2.13251583
1135861,Multnomah County,798647,715.2753775
1135862,Polk County,81427,42.43236446
1135863,Sherman County,1605,0.752407833
1135864,Tillamook County,26076,9.133056771
1156673,Umatilla County,76898,9.233697886
1164165,Union County,26028,4.933658396
1155135,Wallowa County,6924,0.849796257
1155136,Wasco County,25866,4.194184323
1155137,Washington County,581821,310.1644586
1135865,Wheeler County,1426,0.320847793
1135866,Yamhill County,103820,55.99273285
1213656,Adams County,102023,75.93345667
1213657,Allegheny County,1225561,648.1038604
1213658,Armstrong County,66331,39.20909708
1214112,Beaver County,166896,148.2328331
1209171,Bedford County,48611,18.54071919
1209172,Berks County,416642,187.8468263
1213659,Blair County,123842,90.93865631
1213660,Bradford County,61304,20.6285945
1209173,Bucks County,626370,400.1185087
1213661,Butler County,186566,91.3441609
1213662,Cambria County,134550,75.46916128
1213663,Cameron County,4686,4.566212902
1213664,Carbon County,63931,64.70895899
1214720,Centre County,161443,56.1632729
1209174,Chester County,517156,266.0474171
1210234,Clarion County,38827,24.95053504
1209175,Clearfield County,80216,27.05690534
1214721,Clinton County,39074,16.98966779
1213665,Columbia County,66220,52.92346829
1213666,Crawford County,86164,32.86381961
1209176,Cumberland County,247433,175.1320535
1213667,Dauphin County,274515,201.9232145
1209177,Delaware County,563527,1183.661036
